epoch,accuracy,loss,val_accuracy,val_loss
0,0.27009645104408264,1.3910319805145264,0.43589743971824646,1.3757387399673462
1,0.2508038580417633,1.3867815732955933,0.29487180709838867,1.3860547542572021
2,0.3408360183238983,1.35621976852417,0.3205128312110901,1.3123118877410889
3,0.4662379324436188,1.2295501232147217,0.4871794879436493,1.2237377166748047
4,0.5627009868621826,1.092055082321167,0.6153846383094788,0.9857283234596252
5,0.6270096302032471,0.9816915392875671,0.6153846383094788,0.8833581209182739
6,0.6623794436454773,0.8421831130981445,0.6282051205635071,0.9154012799263
7,0.7459806799888611,0.6284536123275757,0.6282051205635071,0.7990742325782776
8,0.8038585186004639,0.5121657848358154,0.7564102411270142,0.7511787414550781
9,0.8295819759368896,0.41602084040641785,0.7179487347602844,0.658876359462738
10,0.8681672215461731,0.36282509565353394,0.7307692170143127,0.9821529984474182
11,0.881028950214386,0.27384430170059204,0.7435897588729858,0.8510878086090088
12,0.9163987040519714,0.22139646112918854,0.6666666865348816,0.8736156821250916
13,0.9067524075508118,0.23468902707099915,0.7692307829856873,0.6668846607208252
14,0.9517685174942017,0.1414070725440979,0.7564102411270142,0.7023113965988159
15,0.9903537034988403,0.05826001986861229,0.7564102411270142,0.9402210712432861
16,0.9935691356658936,0.03326570242643356,0.807692289352417,0.6723748445510864
17,0.9742765426635742,0.07877129316329956,0.7179487347602844,1.2159873247146606
18,0.9163987040519714,0.17012344300746918,0.7435897588729858,0.7646989226341248
19,0.9774919748306274,0.07174667716026306,0.7692307829856873,0.8139448165893555
